name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Joy Nursing Home and Maternity,Dy8nOI7jCEX,18594,t4Suo8Enc7T,Joy Nursing Home and Maternity,,,,,POINT,"[36.85523,-1.26667]",,,,,
Afya Njema Medical Clinic,Oe4OFL3ogp1,,OK0hW8DFHq3,Afya Njema Medical Clinic,,,,(Facility closed),NONE,,,,,,
SWOP Outreach Project Clinic,P7Awj50TX6h,19429,WJ020FJI9yB,SWOP Outreach Project Clinic,Near Donholm Catholic Church,,,Operational,POINT,"[36.89413,-1.29736]",,,,,
Debomart Healthcare Systems,cGy6Kmw6f8S,20195,Ao5e4mVaq7w,Debomart Healthcare,Medical Clinic,,,,POINT,"[36.85532,-1.29165]",,,,,
Napeikar Community Unit,A1bBYC2Rf4c,,ZzQ5uEvaRTU,Napeikar Community Unit,Located at Napeikar Village,,,,NONE,,,,,,
Nasiger Community Unit,Sd37p8pDhB1,,FQvqWravSop,Nasiger Community Unit,,,,,NONE,,,,,,
NAKWAMEKWI COMMUNITY HEALTH,l857vUWnCYR,,Qv62ysRtBDq,NAKWAMEKWI COMMUNITY HEALTH,COMMUNITY EXTENTION WORKER,,,,NONE,,,,,,
Nyaroha Community Unit,ukqNZfgUplu,,FqlnsYnqYd1,Nyaroha Community unit,,,,,NONE,,,,,,
Nyalilbuch Dispensary,a6J5MPis0l8,15371,bHrDi28DWdF,Nyalilbuch Dispensary,,,,,POINT,"[35.06756,-0.23836]",,,,,
Brother andre Clinic,X43Tf1LIRXh,12887,rj9COmxBpVr,Brother Andre Clinic,,,,,POINT,"[36.79921,-1.34196]",,,,,
Gumarey Community Health Unit,SPVRRIHvbIe,,tAesyvSssYO,Gumarey Community Health Unit,,,,,NONE,,,,,,
Chemororoch Dispensary,rQYc16SWLw0,,tSBIbHLo6tl,Chemororoch Disp,,,,,NONE,,,,,,
Mogotio Community Health Unit,Ry08uqNFTGU,602803,TT8Rw8Ygikn,Mogotio CHU,Mogotio Community Unit,,,,POINT,"[35.95896,-0.02096]",,,,,
Kivani Dispensary (Kitui West),m0SUY7laLBY,18529,T9ZjyItHbW9,Kivani Disp.,,,,,POINT,"[37.89066,-1.16662]",,,,,
Chebiemit Subcounty Hospital,csCgAeKMECK,14294,aMEeDm5knkx,Chebiemit Subcounty H,,,,,POINT,"[35.50237,0.85334]",,,,,
Ruqa Dispensary,Bwz5zH61tEX,13426,EgSwrsgfIho,Ruqa Dispensary,,,,,POINT,"[40.45063,-1.55376]",,,,,
Ruqa Community Health Unit,aLYUh9TACVT,,Bwz5zH61tEX,Ruqa Community Health Unit,,,,,NONE,,,,,,
Ijara District Hospital -Masalani,tAesyvSssYO,13406,WRLhcN3G2DL,Ijara District HospitaL,,,,,POINT,,,,,,
Masalani Township Community Health Unit,n31IhlwvDXx,,tAesyvSssYO,Masalani Township Community Health Unit,,,,,NONE,,,,,,
Mohamed Dahir Community Health Unit,pe0rrUGkmM9,602654,tAesyvSssYO,Mohamed Dahir CHU,,,,,NONE,,,,,,
Chebukwabi B Community Unit,bipYNFiLWax,,naqL6xOyGpS,Chebukwabi B Community Unit,,,,Functional,NONE,,,,,,
Sikhendu Community Health Unit,Qm0Tf4MMpf2,600732,H4oRcn5cGwc,Sikhendu CHU,,,,,POINT,"[34.75182,0.78226]",,,,,
Kibisi Community Unit,jb0Bg6GzflF,,H4oRcn5cGwc,Kibisi Community Unit,,,,Fuctional,NONE,,,,,,
Kambini B Community Unit,iu75UytrqVG,,Z3nXezhi41F,Kambini B Community Unit,,,,fuctional,NONE,,,,,,
Township Community Unit,tMOojUTHbv7,,Bs89THDd5QL,Township Community Unit,,,,,NONE,,,,,,
Mailisaba Community Health Unit,i3NfYd70jCB,602434,qvpYnC3UQ7z,Mailisaba CHU,,,,Functional,NONE,"[36.9391,-1.24703]",,,,,
Gituamba Community Health Unit,ePichC5vxVg,601649,FGeEpfWlpMJ,Gituamba CHU,CU,,,,NONE,"[36.90139,-1.21821]",,,,,
Grogon B Community Health Unit,Yll8fl2UxWQ,601652,UF9HJO258Yp,Grogon B CHU,CU,,,,NONE,"[36.87978,-1.25174]",,,,,
Dandora Medical Centre,AIYatK2Im6m,18220,aZGmpSZ2M0H,Dandora Medical Centre,,,,,POINT,"[36.90928,-1.24262]",,,,,
Eremet community Unit,dSPtsB0XxCi,,roFJGLr94Nu,Eremet C.u,,,,,NONE,,,,,,
Napeikar Dispensary,ZzQ5uEvaRTU,18070,vpERRHtFCWg,Napeikar Dispensary,,,,,POINT,"[35.30202,3.00461]",,,,,
CFW Clinic Kibagare,ob9Ar0JqTB4,,TpTOC5VcUGe,CFW Clinic Kibagare,,,,,NONE,,,,,,
Medicross LTD Kawangware,wARGv24OguJ,,PTKcICD0k31,Medicross LTD Kawangware,,,,,NONE,,,,,,
Kalukuni mission dispensary,tv03X7t0A6g,20733,LELK9LZb2qR,Kalukuni mission dispensary,,,,,POINT,#N/A,,,,,
Nabikoto A Community Health Unit,CDbABGKI4Ur,600731,BpupuJNnQGM,Nabikoto A  CHU,,,,,POINT,"[34.79005,0.78026]",,,,,
Nabikoto B Community Unit,fN0XlbQO09o,,BpupuJNnQGM,Nabikoto B Community Unit,,,,Fuctional,NONE,,,,,,
Mogori-Komasimo Health Centre,sDgMJ46sG5P,16721,zTD1Z6ldaEx,Mogori-Komasimo Disp,,,,"E.S.P facility.
Operational 24 hrs.",POINT,"[34.5752,-1.14276]",,,,,
Isiolo County Referal Community Unit,XLlvz0TEBFr,,qiW2KOBj6AN,Isiolo County C.U,,,,,NONE,,,,,,
Makhonge Community Unit,nqWZhcOqTKO,,BDrlSp3SHoq,MAKHONGE COMMUNITY UNIT,,,,,NONE,,,,,,
GK prison/AIC Community Unit,xFWqwgxRuZ2,,Gxv9DP6J0on,GK prison/AIC C.u,,,,,NONE,,,,,,
Oldonyiro Community Unit,NHBPVyWblcu,,lXhsJaeZE1t,Oldonyiro C.u,,,,,NONE,,,,,,
Samburu Complex Community Unit,nEaTVkEULGh,,PKpVmXicCaG,Samburu Complex C.U,,,,,NONE,,,,,,
Kutwa Community Unit,Uc7HE9Bm2e1,,UXaT9AluT2B,Kutwa Community Unit,A new Community Unit attached to Marakusi Dispensary.,,,,NONE,,,,,,
Manyonyi Community Unit,HaFQjcjirWz,,UXaT9AluT2B,Manyonyi Community Unit,,,,,NONE,,,,,,
Hawinga Health Centre,GrfDMFELnO0,13600,zaHyyp9lXME,Hawinga Health Centre,,,,,POINT,"[34.16046,0.0876]",,,,,
Matsakha Community Unit,sTJgdkt2MmA,,JTL8OVhlUqF,Matsakha Community Unit,,,,,NONE,,,,,,
Ikerege Community Health Unit,OMPKZASxMCQ,602284,hHb5SzuuyHK,Ikerege CHU,,,,Linked to level 2 Health Facility,NONE,"[34.53995,-1.17217]",,,,,
Kangagetei Community Health Unit,VD6VoGu3C9r,,vZKxumFv8bf,Kangagetei Community Health Unit,,,,,NONE,,,,,,
Nyabokarange Dispensary,hHb5SzuuyHK,13862,mLrXAhflEvn,Nyabokarange Dispensary,,,,,POINT,"[34.53995,-1.17217]",,,,,
Chesra  Dispensary,cwEH96K7WyQ,21928,cQvnOvaqDNE,Chesra Dispensary,20 km from Chepareria Trading centre,,,,NONE,,,,,,
Dambas Health Centre,k3EjrDfQYcD,13321,BtTdA2pR73q,Dambas Health Centre,,,,,POINT,"[40.01746,2.40306]",,,,,
Kapsangaru Dispensary,EGTS94oTfhy,17294,g5eGcoROeya,Kapsangaru Dispensary,,,,Became operational January 2012,NONE,,,,,,
Karach II Community Health Unit,QBlFQS5fpKb,,IvRuPmQulMn,Karach II Community Health Unit,,,,,NONE,,,,,,
Kabiria Community Unit,tTs0i7fVrhJ,1277,HK7E1p1vij4,Kabiria Community Unit,District,,,,NONE,,,,,,
Katilia Community Health Unit,PIEpQxAfDqb,,AkY98cNzRUg,Katilia Community Health Unit,,,,,NONE,,,,,,
Olive Link Health Care,vlAHtzaxWSK,18797,rSGZNHDJ4jJ,Olive Link Health Care,NGO,,,The facility is supported by APHRC to promote maternal child health in Viwandani,POINT,"[36.88043,-1.30917]",,,,,
Kiranga Dispensary,NQcf9WCOAwB,,X7rwLIDSf7d,Kiranga Disp,,,,GOK,NONE,,,,,,
Mukerenju Dispensary,uG7NBTRdKIm,,qNMJbWjRI45,Mukerenju Disp,,,,GOK,NONE,,,,,,
Mwikalikha Community Unit,vLUV9NhFbZE,,VFkTXLKIbBT,Mwikalikha Community Unit,,,,,NONE,,,,,,
Kannex Medical Clinic,Lqmzx6zAmAT,,nwh9bXKykiS,Kannex Medical Clinic,,,,Not operational,NONE,,,,,,
Cheppemma (AIC) Dispensary,a2LNlmcJ7IF,14357,OK0hW8DFHq3,Cheppemma Dispensary,,,,facility closed,POINT,"[35.86396,-0.06215]",,,,,
Kakimat Community Health Unit,h9owuKUZ9yl,,bSM9B0FV4Sq,Kakimat Community Health Unit,,,,,NONE,,,,,,
Lukhokho Community Unit,zrf0dT63VdD,,UVRLJhXsWSL,Lukhokho Community Unit,,,,,NONE,,,,,,
Maryland Medical Clinic,zNHIjRzIKBU,17815,nwh9bXKykiS,Maryland Medical Clinic,,,,Facility closed,NONE,,,,,,
Neema Medical Clinic (Nakuru North),auPN28tn9fO,15330,nwh9bXKykiS,Neema MC (Nakuru North),,,,Facility closed,NONE,,,,,,
Lake Basin Development Authority (Lbda) Dispensary(Closed),HBI9GuCnD7F,13730,r6rYPoyjxvR,LBDA Disp,,,,,POINT,"[34.7649,-0.06348]",,,,,
Mweromutua Dispensary,wwKcfa9NkWx,,NDRZbel9Pr4,Mweromutua Diaspensary,opposite Mweromutua Primary School,,,,NONE,,,,,,
Malichi Community Unit,WDjQXXyzmJ7,,DP72aqL87cB,Malichi Community Unit,Linked to Kimangeti Dispensry,,,,NONE,,,,,,
Barnet Memorial Clinic,AwVQ3uJftlj,17352,Kn2aiEXbw5B,Barnet Memorial Clinic,,,,,POINT,"[35.74169,0.49418]",,,,,
Kapkaremba Dispensary,yI7n8PSmh95,21929,Vfo6mLv2MkA,Kapkaremba Dispensary,10 km away from Sebit Trading Centre  near Kapkaremba Primary school,,,,NONE,,,,,,
Jumupamozzi    Medical  Centre,z3nsKrp3b87,21678,SQ70Q8iG3l0,Jumupammozi  Medical  Centre,PRIVATE,,,OPERATIONAL,POINT,#N/A,,,,,
Katilia Community Health unit,GoBzmu4xNgC,,zK3uQzCz0yo,Katilia Community Health unit,,,,,NONE,,,,,,
Nalita Community Health Unit,Wmhmyz85KDx,,LBDUxvoZSdI,Nalita Community Health Unit,,,,,NONE,,,,,,
Gangu Community Health Unit,baUcp4hS0FH,600423,GrfDMFELnO0,Gangu CHU,,,,,NONE,"[34.16046,0.0876]",,,,,
Kaugagi Hawinga Community Health Unit,iCOhiIB2X4v,600428,GrfDMFELnO0,Kaugagi Hawinga CHU,,,,,NONE,"[34.16046,0.0876]",,,,,
Kaugagi Udenda Community Health Unit,dFckfDiyCTS,600429,GrfDMFELnO0,Kaugagi Udenda CHU,,,,,NONE,"[34.16046,0.0876]",,,,,
Mnyenzeni Health Centre,VGhxv5iAXdp,,bplF50Sazvt,Mnyenzeni HC,,,,,NONE,,,,,,
Sigoma Uranga Community Health Unit,lrJOYkAfHdW,600447,GrfDMFELnO0,Sigoma Uranga CHU,,,,,NONE,"[34.16046,0.0876]",,,,,
Nakechichok Community Health Unit,cnjf43V8o4c,Nakechichok Community Health Unit,cGzjKsYpqqD,Nakechichok Community Health Unit,,,,,NONE,,,,,,
Ura Dispensary,oPQSxlDtFal,,w6u8SoSKkmn,Ura Dispensary,,,,,NONE,,,,,,
Nganduri Community Health Unit,M4PmtjkdEfK,602427,iOtmyIoDd6i,Nganduri CHU,Community Unit,,,,POINT,"[37.59672,-0.69406]",,,,,
Nakwijit Dispensary,TmP8oUkxebt,16366,UZ1D4NEN1qb,Nakwijit Dispensary,,,,,POINT,"[35.10501,1.63925]",,,,,
Destiney Medical Clinic,c8XhuJmttlS,19717,ST78NM0nd2J,Destiney Medical Clinic,Medical clinic,,,,POINT,"[37.62985,-0.17917]",,,,,
Othach Dispensary,O1VQBaVQvat,14000,bxQkw99jktF,Othach Dispensary,NEAR BOARDER USIGU DIVISION  AND SIAYA DISTRICT,,,NEAREST TOWN-NYAMONYE MKT,POINT,"[34.20696,-0.05059]",,,,,
Othatch Community Health Unit,SirkftfBvM4,600020,O1VQBaVQvat,Othatch CHU,,,,,POINT,"[34.20696,-0.05059]",,,,,
Mwachinga Community Health Unit,EELxBROIUIM,602790,nKyBwCMaG1X,Mwachinga CHU,Community unit,,,,NONE,,,,,,
NEP Technical Training Institute Dispensary,zkfY6Le8ScI,20354,K6stsAPW2Eu,NEP TTI Dispensary,,,,,POINT,"[39.63586,-0.44064]",,,,,
Kipawa Medical Centre,edutjTNDNJ8,,wskDg8KQ0v3,Kipawa Medical Centre,,,,,POINT,"[37.04585,-1.27971]",,,,,
Oasis Medical Clinic,zlzLmCOmyPD,,UrLRfZeC3Oq,Oasis Medical Clinic,Private,,,,POINT,"[36.90412,-1.25058]",,,,,
Kianjogu Community Unit,eJQSjq1f9Qc,,ZY5zTLYR53q,Kianjogu Community Unit,,,,,NONE,,,,,,
Bura Ward,kqTPEb1RsMy,,RScEHA3V38d,Bura Ward,,,,,NONE,,,,,,
Chelopoy Mission Dispensary,s8TZMpwNQpt,,Yvjwozdmf1M,Chelopoy Mission Dispensary,,,,,NONE,,,,,,
Mrima Health Community Unit,E8eve6SBDiC,,xmDX1o9oBG3,Mrima Health Community Unit,,,,,NONE,,,,,,
Kotunga Dispensary,EzS8Q2aNLJ9,21899,kQXcKGM8chb,Kotunga Dispensary,GOK Dispensary,,,,NONE,,,,,,
Pemba Dispensary,aSJOD9ZkU6k,20492,vjeHNVWOsRk,Pemba Dispensary,,,,,NONE,,,,,,
Tumaini Medical Clinic,WU2NJQdqz1h,11865,TwX1KTjb8Qp,Tumaini Medical Clinic,,,,,POINT,"[38.8649,-4.08103]",,,,,
Mbita Dispensary,wXwH1HE5zBG,21258,YZvux1SW3bs,Mbita,,,,,NONE,,,,,,
Mwangulu Community Dispensary,VVcbqmCinwl,11691,PBhYjIVYdhk,Mwangulu Dispensary,,,,,POINT,"[39.0134,-4.40954]",,,,,
Kiawaithanji Medical Clinic,PqSgkJiptXt,16782,JIQYJYd5CzO,Kiawaithanji MC,,,,,NONE,,,,,,
Tulwop kesis,eVcJWTQkne7,,US2758TQo9n,Tulwop kesis,community health unit,,,,NONE,,,,,,
Kasha Dispensary,ZVW8bXu0OIj,,UuAQ2amLjtB,Kasha,Dispensary,,,,NONE,,,,,,
Charagita Ward,Yh0tdzyDjHY,,fVSw60UAC3W,Charagita Ward,,,,,NONE,,,,,,
Chepterwai  Ward,eB5qRSOhocc,,Xtb7tbJpk9p,Chepterwai  Ward,,,,,NONE,,,,,,
Kulumbeni C Commnity Unit,cWkUkb98D94,,r8z0MeOdroa,Kulumbeni C Commnity Unit.,,,,,NONE,,,,,,
Kulumbeni Community Health Unit,RSN2hqPLU5X,600744,r8z0MeOdroa,Kulumbeni CHU,,,,,POINT,"[34.72177,0.4904]",,,,,
Kilimangodo Community Health Unit,AH5NjkfcL1P,602226,S6X2QNJUj2g,Kilimangodo CHU,Cu,,,,POINT,"[39.0764,-4.35192]",,,,,
Mtsunga Community Health Unit,cviWyRoOMNz,601861,S6X2QNJUj2g,Mtsunga CHU,Cu,,,,POINT,"[39.0764,-4.35192]",,,,,
Central Community Health Unit,baXgVdyKY8Q,601852,UrRsO2NsxHZ,Central CHU,Cu,,,,POINT,"[39.3135,-4.44607]",,,,,
Uhuyi Dispensary,TXGyS25PjDj,14107,rngZkqTBd03,Uhuyi Dispensary,,,,,POINT,"[34.44379,0.21003]",,,,,
Kianjogu Dispensary,ZY5zTLYR53q,21629,e0xkgk6TZEG,Kianjogu,,,,,POINT,,,,,,
Samburu Health Centre,GRZc4EZ9PuV,11768,TwX1KTjb8Qp,Samburu Health Centre,,,,,POINT,"[39.2698,-3.79018]",,,,,
Utugi Healthcare centre,Qiwcb3O2A9k,21812,pK3bnoP5kpo,uhc,Medical clinic,,,,NONE,,,,,,
Border View Medical Clinic,yXF4Gp29CXx,21423,ItjmRWn5IsE,Border View Medical Clinic,,,,,NONE,,,,,,
Chonesus Clinic,aAE52W6CjwW,19035,taVVtCXxo50,Chonesus Clinic,Medical Clinic,,,,POINT,"[36.79261,-1.31271]",,,,,
Health Care Medical Centre,vwTirccKsBG,,K8rhUYNmJhw,HCMC,Medical clionic,,,,NONE,,,,,,
Minjore Dispensary,fuyFC8uMaxU,15187,Dg8SGNnGQny,Minjore Dispensary,,,,,POINT,"[36.4569,0.43966]",,,,,
Port Florence Community Hospital -Kericho,k7qTiBnTkYN,21752,H7KO7IjHYfk,Port Florence Community Hospital -Kericho,"Along Kericho -Nakuru HIghway opposite National Bank ,Behind Sidian Bank",,,,NONE,,,,,,
Majoreni Community Unit,KEfiovwk8wL,,k25SFxZn4B9,Majoreni Community Unit,Cu,,,,NONE,,,,,,
Kwale Beyond Zero Mobile Clinic,o6PAzmMdPPt,21012,HLbG24kuSHF,Kwale Beyond Zero Clinic,Mobile Clinic,,,This is a Mobile Clinic,NONE,,,,,,
Kasitet Dispensary (Alale),su5R2d9bO72,20842,Oe8JEzBVDa9,Kasitet Dispensary (Alale),,,,,NONE,,,,,,
Mwananyamala Dispensary (CDF),cOgv5EHeFRj,16549,lijbuerznbA,Mwananyamala Dispensary (CDF),,,,,POINT,"[39.26573,-4.43605]",,,,,
Mwangwei Dispensary,KHcGc6wBwP4,20336,oJkRlx56eac,Mwangwei Dispensary,,,,,NONE,,,,,,
Mkwiro Dispensary,nKsYZHJP9tb,11633,oJkRlx56eac,Mkwiro Dispensary,,,,,POINT,"[39.3968,-4.66227]",,,,,
Mzizima (CDF) Dispensary,aZcZ3CdOcM0,17893,oJkRlx56eac,Mzizima  Dispensary,,,,,POINT,"[39.3496,-4.60703]",,,,,
Star - Heal Medical Clinic,umoUPlYdSsd,,EFFhTqzNEYT,Star - Heal Medical Clinic,Medical Clinic,,,Star - Health Clinic is located along Migori -Isibania Road in Toatl estate area.,POINT,"[36.64153,1.10731]",,,,,
Rotary Doctors Clinic,hgcnCq1Fd31,16094,rF4SKTlT0XH,Rotary Doctors Clinic,,,,,POINT,"[34.59418,0.11257]",,,,,
Elim Family Community Care,bB2Xlj8z1LN,16883,UqLylL8NY0G,Elim Family Community Car,,,,,NONE,,,,,,
Mukhonje Community Unit,fweuN9FF92s,,ilI3ROaTEuf,Mukhonje Community Unit.,,,,,NONE,,,,,,
Furqan Dispensary,mFCdD8GzFQC,16659,WRLhcN3G2DL,Furqan Dispensary,,,,,POINT,,,,,,
Monti Dispensary,VK6JZgDDp1B,,v27o9CuZh11,Monti Dispensary,,,,,POINT,"[3.13503,35.60669]",,,,,
Gitari Marigu C Community Unit,Q3yOwsGlEqK,,DBROL4dIIzA,Gitari Marigu C Community Unit,,,,Functional,NONE,,,,,,
Kibarage Community Health Unit,d8supJR3WpV,602343,DBROL4dIIzA,Kibarage CHU,,,,Functional,POINT,"[36.88775,-1.25761]",,,,,
Kinyago Community Health Unit,Tj6JWWAcufl,602407,DBROL4dIIzA,Kinyago CHU,,,,,POINT,"[36.88775,-1.25761]",,,,,
Ndenda/Oyamo B Community Unit,j8oi2ope1DS,,kIkn9YIz4Qj,Ndenda/Oyamo B,,,,,NONE,,,,,,
Ndeda Oyamo Community Health Unit,Y3eiKJ6MtRQ,600014,kIkn9YIz4Qj,Ndeda Oyamo CHU,,,,,NONE,,,,,,
Sagana CU,gIuDEnVBvGq,,PaKMtCzMDnk,Sagana,Community Unity,,,,NONE,,,,,,
Mwena Dispensay,Tuwzk3ENvM5,,PBhYjIVYdhk,Mwena Dispensay,Its a GOK Fcaility,,,,NONE,,,,,,
Majoreni Dispensary,k25SFxZn4B9,11544,oJkRlx56eac,Majoreni Dispensary,,,,,POINT,"[39.2762,-4.57561]",,,,,
Uyawi Community Health Unit,DiDMYhkrTyk,600026,pdEPFrsSUIf,Uyawi CHU,,,,,POINT,"[34.16597,-0.16139]",,,,,
Uyawi Hospital,pdEPFrsSUIf,14165,JVz0J1MJJ0V,Uyawi Hospital,in nyangoma Division,,,NEAREST MARKET-NANGO,POINT,"[34.16597,-0.16139]",,,,,
Sharp Corner Community Health Unit,gj7xAHiReMo,602428,DBROL4dIIzA,Sharp Corner CHU,,,,Not functional,POINT,"[36.88775,-1.25761]",,,,,
Nyumba Moja Community Health Unit,U2EryEwMvTm,602440,DBROL4dIIzA,Nyumba Moja CHU,,,,Not functional,POINT,"[36.88775,-1.25761]",,,,,
Phase 3 Paradise Community Health Unit,jhkfNwgebw5,602451,DBROL4dIIzA,Phase 3 Paradise CHU,,,,Not functional,POINT,"[36.88775,-1.25761]",,,,,
Phase 4 A Community Health Unit,tuIDaAA8BPf,602448,DBROL4dIIzA,Phase 4 A CHU,,,,Not functional,POINT,"[36.88775,-1.25761]",,,,,
Phase 4 B Community Health Unit,X7T3weHSmkO,602443,DBROL4dIIzA,Phase 4 B CHU,,,,Not functional,POINT,"[36.88775,-1.25761]",,,,,
kachuromongin community unit,XKpYN0Ah0eI,,zDTYbZSik0N,kachuromongin community unit,,,,,NONE,,,,,,
Kabisaga  Ward,upEtsdaf6Ri,,Xtb7tbJpk9p,Kabisaga  Ward,,,,,NONE,,,,,,
Godoma Cu,iR4UVJZDocf,,fMeJNaesJ50,Godoma Cu,,,,,NONE,,,,,,
kamwosor community unit,Mmmrk9G4HnT,,y3pJobALcY5,kamwosor cu,community unit,,,,NONE,,,,,,
kitany community unit,U0V1fGdpDm2,,jMai1YNMWDj,kitany cu,,,,,NONE,,,,,,
Kombani Dispensary,m3LmuT3zzVS,21694,XZNJ3zaiaZH,Kombani Disp,It is situated along Likoni /Lunga Lunga Highway about 500M from Kombani Kwale Junction.,,,functional,NONE,,,,,,
Mwaluvanga Dispensary,rwBKTKbWnzb,11685,dQkHuP0kVjq,Mwaluvanga Disp,,,,,POINT,"[39.3639,-4.37916]",,,,,
Wasini Dispensary,hJjfTzNHbKB,11892,oJkRlx56eac,Wasini Dispensary,,,,,POINT,"[39.3629,-4.65501]",,,,,
Borabu Sub County,ABuzigW8Lzw,621,uepLTG8wGWJ,Borabu,,,,,NONE,,,,,,
Vanga Health Centre,CFOmFTRmpEp,11879,HEKTLM0EwH0,Vanga Health Centre,,,,,POINT,,,,,,
Lokamarinyang Dispensary,zDTYbZSik0N,15054,dRuMh3lozxY,Lokamarinyang Dispensary,,,,,POINT,"[35.6544,5.30728]",,,,,
Absalom Wangulu Dispensary,NS2k3fejJUx,,s2NvoXiAGWj,Absalom Wangulu Dispensary,New CDF Facility,,,,NONE,,,,,,
Administration Police Dispensary (Kisumu East),cQB8Va1pD81,13464,ZplKg3SMkIC,Admin Police Disp(Kisumu,,,,,POINT,"[34.75813,-0.12409]",,,,,
Central CU,fsEG85VSx71,,yfk4umSvayX,Central CU,Community Unit,,,Community Unit,NONE,,,,,,
Mabuye Community Health Unit,PbxakSlwNFT,602718,jUfObe1gBho,Mabuye CHU,,,,,POINT,"[34.82932,0.60574]",,,,,
Belgut Dispensary,yUIJu0YzY70,17085,sp794D1MvxT,Belgut Dispensary,,,,,POINT,"[35.41447,-0.75311]",,,,,
Fafi Ward,kSajt3nW2ip,,RScEHA3V38d,Fafi Ward,,,,,NONE,,,,,,
Vitsangalaweni Dispensary,nTLGF3pu49r,11884,lijbuerznbA,Vitsangalaweni Dispensary,,,,,POINT,"[39.2142,-4.48469]",,,,,
Kimondo Dispensary,ip99gwAbUNT,14877,ds38yFIWSBY,Kimondo Dispensary,,,,,POINT,"[34.6748,1.06903]",,,,,
Shella CU,pMOxEaxBLpV,,i091Ei10XBM,Shella CU,Community Unit,,,,NONE,,,,,,
Kipkaren  Ward,Dfh61wYrllH,,Xtb7tbJpk9p,Kipkaren  Ward,,,,,NONE,,,,,,
Oriang (SDA) Health Centre,Abx1zrqutJ6,16284,TzCE8I4W14b,Oriang (SDA),,,,,POINT,"[34.62755,-0.39968]",,,,,
Nakurtakwei Dispensary,lOEIhtXlVHf,17084,NFMLHmkjDil,Nakurtakwei Dispensary,,,,,POINT,,,,,,
St Ann Medical Clinic,vIDxyQ0HoOK,16805,YEjn4x9gyXR,St Ann Medical Clinic,,,,This facility is a replicate of st Ann's medical clinic so pliease closs this one,NONE,,,,,,
Barani CU,denjS4FHPtb,,i091Ei10XBM,Barani CU,Community Unit,,,,NONE,,,,,,
Masogo Sub County Hospital,FDrUcAP4Sn4,13785,FFfi4zTqdH2,Masogo Sub County Hospital,,,,,POINT,"[35.00522,-0.09843]",,,,,
Loreng Dispensary,lqY4hBmmFxS,,be0Y1B0phrY,Loreng Dispensary,Along Kakuma -Letea road,,,,NONE,,,,,,
Victory Hospital,KAJd0OLnMeq,13247,ujYuDykrrXi,Victory Hospital,,,,Operational,POINT,"[36.8912,-1.28031]",,,,,
Kangema Medical Clinic,T6m5BlfZk0F,10469,Mdn0FWVc1MX,Kangema Medical Clinic,,,,,POINT,"[36.961,-0.68659]",,,,,
Karen hospital O/R,XSgMvi1eWaN,21861,RZsWJRZ4mIG,Karen Hospital O/R,Hospital,,,,NONE,,,,,,
Immurtot Community Health Unit,CcL8sswJrHB,600964,TqbJEX1FuGA,Immurtot CHU,,,,,POINT,"[37.40271,-2.87405]",,,,,
Timiza Medical centre,u3hZCp2rgTl,,TcWlRA6LpLB,Timiza Medical centre,,,,,NONE,,,,,,
Yordanos Health Clinic,aL7Iwgk51ql,21887,DpYpJ6E1vRc,Yordanos Health Clinic,Medical Clinic,,,Operational,NONE,,,,,,
Dima Mwangaza Clinic,gFUoa0GmAlZ,,HLbG24kuSHF,Dima Clinic,A mission clinic near Dima Primary School,,,"Offers outpatient,HTS, ANC services",NONE,,,,,,
Reinha Rosary Clinic,A9EmK1ExZyT,,rEwQxmUPoZE,Reinha Rosary Clinic,,,,,POINT,,,,,,
Kichaka Simba Dispensary,uQPLFW1Tzcz,11467,dQkHuP0kVjq,K/simba Disp,,,,,POINT,"[39.35684,-4.34917]",,,,,
Kwale Medical Centre,AJmiiRNj2SP,,HLbG24kuSHF,Kwale Medical Center,Located in Kwale town opposite Kwale market. Plot No.15.,,,"Offers outpatient, HTS, laboratory, ANC  and family planning  services.",NONE,,,,,,
Muhoroni County  Hospital,p1xtagfLUyQ,13831,cyChGO6tdNS,Muhoroni County Hospital,,,,,POINT,"[35.20573,-0.15112]",,,,,
Kibandaongo Community Health Unit,JCnFSZ9YOcS,601798,MWEDyBsOpxM,Kibandaongo CHU,Community unit,,,,NONE,"[39.39798,-4.04451]",,,,,
Chengoni Community Health Unit,VguBcMfvXmR,602794,GRZc4EZ9PuV,Chengoni CHU,,,,,NONE,"[39.2698,-3.79018]",,,,,
Chigato Community Health Unit,WkWrijp4Z5Y,602792,bplF50Sazvt,Chigato CHU,,,,,NONE,"[39.4868,-3.98765]",,,,,
Kisesini Dispensary,MaiPlJ6JOOq,12343,w0RAITw1HWe,Kisesini Dispensary,,,,,POINT,"[37.78692,-1.45639]",,,,,
Korisa Dispensary,AadLaV4ti7l,13383,WRLhcN3G2DL,Korisa Dispensary,,,,,POINT,"[40.25347,-1.89815]",,,,,
Korisa Community Health Unit,SgVfsKSMLXp,602651,AadLaV4ti7l,Korisa CHU,,,,,POINT,"[40.25347,-1.89815]",,,,,
Oyamo Dispensary,CDCeYZgAB3g,14007,CRBP2g6KqWH,Oyamo Dispensary,ISLAND IN NYANGOMA DIVISION,,,POP ARE FISHER FORKS.NO SPECIFIC BOAT FOR THE FACILITY.,POINT,"[34.2387,-0.191]",,,,,
